<HI>Ait Br.… Aitareya Brāhmaṇa (Bombay).
<HI>Ak.… Amarakoṣa. („).
<HI>A. L.… Ānandalaharī.
<HI>Amaru.… Amaruśataka.
<HI>Āpast.… Āpastamba.
<HI>A. R.… Anargharāghava (published in the Kāvyamālā).
<HI>Āry. S.… Āryavidyāsudhākara (Bombay).
<HI>Āryā. S.… Āryāsaptaśatī (published in the Kāvyamālā).
<HI>Aśvad.… Aśvadhāṭī (published in the Subhāṣitaratnākara).
<HI>Āśval.… Āśvalāyana's Sūtras.
<HI>Av.… Atharva-veda.
<HI>Baudhāy.… Baudhāyana.
<HI>Bg.… Bhagavadgītā (Bombay).
<HI>Bh.… Bhartṛhari's three Śatakas (the figures 1., 2., 3. after Bh. <lbinfo n="de+noting"/> denoting Śṛṅgāra°, Nīti°, and Vairāgya°).
<HI>Bhav. P.… Bhaviṣyottara Purāṇa.
<HI>Bhāg.… Bhāgavata (Bombay).
<HI>Bhār. Ch.… Bhāratacampū (Bombay).
<HI>Bhāṣā P.… Bhāṣāpariccheda.
<HI>Bhāva P.… Bhāvaprakāśa.
<HI>Bīj.… Bījagaṇita.
<HI>Bk.… Bhaṭṭikāvya.
<HI>B. R.… Bālarāmāyaṇa (Benares).
<HI>B. and R.… Böthlingk and Roth.
<HI>Bṛ. S.… Varāhamihira's Bṛhatsaṃhitā.
<HI>Bṛ. S.… Varāhamihira's Bṛhatsaṃhitā.
<HI>Bṛ. Kath… Bṛhatkathā.
<HI>Br. Sūt… Brahmasūtras.
<HI>Bṛ. Ar. Up. Bṛhadāraṇyakopaniṣad.
<HI>Bṛ. Up. Bṛhadāraṇyakopaniṣad.
<HI>Bv.… Bhāminīvilāsa (Bombay).
<HI>Caṇḍ K.… Caṇḍakauśika.
<HI>Cand M.… Chandomañjarī.
<HI>Chandr.… Candrāloka.
<HI>Chāṇ.… Cāṇakyaśataka.
<HI>Chāt.… Cātakāṣṭaka (in two parts.)
<HI>Ch. P.… Caurapañcāśikā.
<HI>Ch. Up.… Chāndogyopaniṣad 
<HI>Dāy. B., Dāy. Dāyabhāga.
<HI>D. Bhāg… Devībhāgavata.
<HI>Dhan. V… Dhanaṃjayavijaya.
<HI>Dharm.… Dharmaviveka.
<HI>Dhūrt.… Dhūrtasamāgama.
<HI>Dk.… Daśakumāracarita (Bombay).
<HI>D. R.… Daśarūpa (Hall's Edition).
<HI>Dṛ. Ś.… Dṛṣṭāntaśataka.
<HI>Gaut. S. Gautamasūtra.
<HI>or Gaut. Sūt. Gautamasūtra.
<HI>Ghaṭ.… Ghaṭakarparakāvya.
<HI>Gīt.… Gītagovinda.
<HI>G. L.… Gaṅgālaharī.
